Rank: 1 | Name: Wii Sports | Platform: Wii Sports | Year: 2006 | Genre: Sports | Publisher: Nintendo | NA_Sales: 41.49 | EU_Sales: 29.02 | JP_Sales: 3.77 | Other_Sales: 8.46 | Global_Sales: 82.74
Rank: 15767 | Name: Soul Eater: Monotone Princess | Platform: Soul Eater: Monotone Princess | Year: 2008 | Genre: Action | Publisher: Square Enix | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15768 | Name: Strike Witches: Shirogane no Tsubasa | Platform: Strike Witches: Shirogane no Tsubasa | Year: 2010 | Genre: Strategy | Publisher: CyberFront | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15769 | Name: Big Idea's VeggieTales: LarryBoy and the Bad Apple | Platform: Big Idea's VeggieTales: LarryBoy and the Bad Apple | Year: 2006 | Genre: Action | Publisher: Crave Entertainment | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15770 | Name: Still Life 2 | Platform: Still Life 2 | Year: 2009 | Genre: Adventure | Publisher: Rondomedia | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15771 | Name: Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers | Platform: Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers | Year: 2010 | Genre: Action | Publisher: Hudson Soft | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15772 | Name: Clock Zero: Shuuen no Ichibyou - ExTime | Platform: Clock Zero: Shuuen no Ichibyou - ExTime | Year: 2015 | Genre: Action | Publisher: Idea Factory | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15773 | Name: Moujuutsukai to Oujisama | Platform: Moujuutsukai to Oujisama | Year: 2010 | Genre: Adventure | Publisher: Idea Factory | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15774 | Name: Root Infinity Rexx | Platform: Root Infinity Rexx | Year: 2015 | Genre: Adventure | Publisher: Idea Factory | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15775 | Name: Cube | Platform: Cube | Year: 2007 | Genre: Puzzle | Publisher: D3Publisher | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15776 | Name: Shinseiki GPX Cyber Formula: Road To The INFINITY 4 | Platform: Shinseiki GPX Cyber Formula: Road To The INFINITY 4 | Year: 2007 | Genre: Racing | Publisher: Sunrise Interactive | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15777 | Name: Army Men: Major Malfunction | Platform: Army Men: Major Malfunction | Year: 2006 | Genre: Shooter | Publisher: Global Star | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15778 | Name: Dunamis 15 | Platform: Dunamis 15 | Year: 2011 | Genre: Adventure | Publisher: 5pb | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15779 | Name: Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense | Platform: Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense | Year: 2007 | Genre: Misc | Publisher: Gakken | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15780 | Name: Worms World Party | Platform: Worms World Party | Year: 2001 | Genre: Strategy | Publisher: Virgin Interactive | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15781 | Name: Yoake Yori Ruriiro na Portable | Platform: Yoake Yori Ruriiro na Portable | Year: 2010 | Genre: Adventure | Publisher: Kadokawa Shoten | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15782 | Name: Big Bass Fishing | Platform: Big Bass Fishing | Year: 2002 | Genre: Action | Publisher: Take-Two Interactive | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15783 | Name: Reine des Fleurs | Platform: Reine des Fleurs | Year: 2015 | Genre: Action | Publisher: Idea Factory | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15784 | Name: Gears of War | Platform: Gears of War | Year: 2007 | Genre: Shooter | Publisher: Microsoft Game Studios | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15785 | Name: Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen | Platform: Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen | Year: 2007 | Genre: Simulation | Publisher: Taito | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15786 | Name: Namco Museum 50th Anniversary (JP sales) | Platform: Namco Museum 50th Anniversary (JP sales) | Year: 2005 | Genre: Misc | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15787 | Name: Gummy Bears Magical Medallion | Platform: Gummy Bears Magical Medallion | Year: 2011 | Genre: Platform | Publisher: Storm City Games | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15788 | Name: Colin McRae Rally 2005 | Platform: Colin McRae Rally 2005 | Year: 2004 | Genre: Racing | Publisher: Codemasters | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15789 | Name: Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+ | Platform: Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+ | Year: 2009 | Genre: Role-Playing | Publisher: Gust | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15790 | Name: LEGO Star Wars: The Video Game | Platform: LEGO Star Wars: The Video Game | Year: 2005 | Genre: Action | Publisher: Eidos Interactive | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15791 | Name: "Moshi | Platform: "Moshi | Year: PSV | Genre: 2016 | Publisher: Adventure | NA_Sales: N/A | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0
Rank: 15792 | Name: Dark Void | Platform: Dark Void | Year: 2010 | Genre: Action | Publisher: Capcom | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15793 | Name: Chou!! Super Nep League DS | Platform: Chou!! Super Nep League DS | Year: 2008 | Genre: Sports | Publisher: Jaleco | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15794 | Name: Irritating Stick | Platform: Irritating Stick | Year: 1998 | Genre: Action | Publisher: Saurus | NA_Sales: 0.01 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15795 | Name: WTA Tour Tennis | Platform: WTA Tour Tennis | Year: 2002 | Genre: Sports | Publisher: Konami Digital Entertainment | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15796 | Name: Kaleidoeve | Platform: Kaleidoeve | Year: 2015 | Genre: Adventure | Publisher: HuneX | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15797 | Name: Judge Dredd: Dredd Vs Death | Platform: Judge Dredd: Dredd Vs Death | Year: 2003 | Genre: Shooter | Publisher: Vivendi Games | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15798 | Name: Star Trek: Legacy | Platform: Star Trek: Legacy | Year: 2006 | Genre: Simulation | Publisher: Ubisoft | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15799 | Name: NHL 16 | Platform: NHL 16 | Year: 2015 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15800 | Name: Wall-E | Platform: Wall-E | Year: 2008 | Genre: Platform | Publisher: THQ | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15801 | Name: Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu | Platform: Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu | Year: 2006 | Genre: Action | Publisher: D3Publisher | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15802 | Name: Davis Cup Tennis | Platform: Davis Cup Tennis | Year: 2002 | Genre: Sports | Publisher: Ubisoft | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15803 | Name: Pro Rally | Platform: Pro Rally | Year: 2002 | Genre: Racing | Publisher: Ubisoft | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15804 | Name: XCOM 2 | Platform: XCOM 2 | Year: 2016 | Genre: Strategy | Publisher: Take-Two Interactive | NA_Sales: 0.01 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15805 | Name: Football Academy | Platform: Football Academy | Year: 2009 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15806 | Name: Kimi ni Todoke: Sodateru Omoi | Platform: Kimi ni Todoke: Sodateru Omoi | Year: 2009 | Genre: Adventure | Publisher: Banpresto | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15807 | Name: Call of Duty: Modern Warfare Trilogy | Platform: Call of Duty: Modern Warfare Trilogy | Year: 2016 | Genre: Shooter | Publisher: Activision | NA_Sales: 0.01 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15808 | Name: Let's Pilates! | Platform: Let's Pilates! | Year: 2007 | Genre: Misc | Publisher: Konami Digital Entertainment | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15809 | Name: Memories Off #5: Encore | Platform: Memories Off #5: Encore | Year: 2007 | Genre: Adventure | Publisher: CyberFront | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15810 | Name: Brave Story: Boku no Kioku to Negai | Platform: Brave Story: Boku no Kioku to Negai | Year: 2006 | Genre: Role-Playing | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15811 | Name: Zombie Hunters 2 | Platform: Zombie Hunters 2 | Year: 2006 | Genre: Action | Publisher: Essential Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15812 | Name: WRC 5: FIA World Rally Championship | Platform: WRC 5: FIA World Rally Championship | Year: 2015 | Genre: Sports | Publisher: Bigben Interactive | NA_Sales: 0 | EU_Sales: 0.02 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15813 | Name: Custom Drive | Platform: Custom Drive | Year: 2012 | Genre: Action | Publisher: D3Publisher | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15814 | Name: Ferrari: The Race Experience | Platform: Ferrari: The Race Experience | Year: N/A | Genre: Racing | Publisher: System 3 Arcade Software | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15815 | Name: Tsuyo Kiss 2 Gakki: Swift Love | Platform: Tsuyo Kiss 2 Gakki: Swift Love | Year: 2009 | Genre: Adventure | Publisher: Revolution (Japan) | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15816 | Name: Achtung Panzer: Kharkov 1943 | Platform: Achtung Panzer: Kharkov 1943 | Year: 2010 | Genre: Strategy | Publisher: Mamba Games | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15817 | Name: Konductra | Platform: Konductra | Year: 2006 | Genre: Puzzle | Publisher: O3 Entertainment | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15818 | Name: Samurai Jack: The Shadow of Aku | Platform: Samurai Jack: The Shadow of Aku | Year: 2004 | Genre: Action | Publisher: Sega | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15819 | Name: Winning Post 7 2013 | Platform: Winning Post 7 2013 | Year: 2013 | Genre: Sports | Publisher: Tecmo Koei | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15820 | Name: Platypus | Platform: Platypus | Year: 2006 | Genre: Shooter | Publisher: Funsta | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15821 | Name: Command & Conquer 4: Tiberian Twilight | Platform: Command & Conquer 4: Tiberian Twilight | Year: 2010 | Genre: Strategy | Publisher: Electronic Arts | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15822 | Name: The Incredibles: Rise of the Underminer | Platform: The Incredibles: Rise of the Underminer | Year: 2005 | Genre: Action | Publisher: THQ | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15823 | Name: Winter Sports 3: The Great Tournament | Platform: Winter Sports 3: The Great Tournament | Year: 2010 | Genre: Sports | Publisher: Tradewest | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15824 | Name: Farm Frenzy | Platform: Farm Frenzy | Year: 2008 | Genre: Strategy | Publisher: Mumbo Jumbo | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15825 | Name: Ore wa Shoujo Mangaka | Platform: Ore wa Shoujo Mangaka | Year: 2012 | Genre: Action | Publisher: Giza10 | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15826 | Name: Busou Renkin: Youkoso Papillon Park e | Platform: Busou Renkin: Youkoso Papillon Park e | Year: 2007 | Genre: Action | Publisher: Marvelous Interactive | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15827 | Name: A Vampyre Story | Platform: A Vampyre Story | Year: 2008 | Genre: Adventure | Publisher: Crimson Cow | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15828 | Name: Puyo Puyo Tetris | Platform: Puyo Puyo Tetris | Year: 2014 | Genre: Puzzle | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15829 | Name: Exhibition Volume 6 | Platform: Exhibition Volume 6 | Year: 2004 | Genre: Misc | Publisher: Microsoft Game Studios | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15830 | Name: Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu | Platform: Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu | Year: 2008 | Genre: Misc | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15831 | Name: The Haunted: Hell's Reach | Platform: The Haunted: Hell's Reach | Year: 2011 | Genre: Shooter | Publisher: Visco | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15832 | Name: Phoenix Wright: Ace Attorney Trilogy | Platform: Phoenix Wright: Ace Attorney Trilogy | Year: 2014 | Genre: Adventure | Publisher: Capcom | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15833 | Name: Kuma no Pooh-San: 100 Acre no Mori no Cooking Book | Platform: Kuma no Pooh-San: 100 Acre no Mori no Cooking Book | Year: 2011 | Genre: Misc | Publisher: Disney Interactive Studios | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15834 | Name: LifeSigns: Surgical Unit | Platform: LifeSigns: Surgical Unit | Year: 2005 | Genre: Simulation | Publisher: JoWood Productions | NA_Sales: 0.01 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15835 | Name: I Love Horses: Rider's Paradise | Platform: I Love Horses: Rider's Paradise | Year: 2010 | Genre: Simulation | Publisher: Destineer | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15836 | Name: Kao the Kangaroo Round 2 | Platform: Kao the Kangaroo Round 2 | Year: 2005 | Genre: Platform | Publisher: JoWood Productions | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15837 | Name: Majesty 2 Collection | Platform: Majesty 2 Collection | Year: 2011 | Genre: Strategy | Publisher: Paradox Interactive | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15838 | Name: Sniper Elite | Platform: Sniper Elite | Year: 2005 | Genre: Shooter | Publisher: MC2 Entertainment | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15839 | Name: The Dark Hills of Cherai | Platform: The Dark Hills of Cherai | Year: 2009 | Genre: Puzzle | Publisher: Unknown | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15840 | Name: FIFA Soccer 08 | Platform: FIFA Soccer 08 | Year: 2007 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15841 | Name: Zoey 101: Field Trip Fiasco | Platform: Zoey 101: Field Trip Fiasco | Year: 2007 | Genre: Action | Publisher: THQ | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15842 | Name: Dream C Club: GoGo | Platform: Dream C Club: GoGo | Year: 2014 | Genre: Adventure | Publisher: D3Publisher | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15843 | Name: Battle Spirits: Hero's Soul | Platform: Battle Spirits: Hero's Soul | Year: 2010 | Genre: Role-Playing | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15844 | Name: Usavichi: Game no Jikan | Platform: Usavichi: Game no Jikan | Year: 2011 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15845 | Name: Pachi-Slot Higrashi no Naku Koro ni Matsuri | Platform: Pachi-Slot Higrashi no Naku Koro ni Matsuri | Year: 2010 | Genre: Misc | Publisher: Alchemist | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15846 | Name: Otona no Renai Shousetsu: Harlequin Selection | Platform: Otona no Renai Shousetsu: Harlequin Selection | Year: 2010 | Genre: Misc | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15847 | Name: White Album 2: Shiawase no Mukougawa | Platform: White Album 2: Shiawase no Mukougawa | Year: 2013 | Genre: Adventure | Publisher: Aqua Plus | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15848 | Name: W.L.O. Sekai Renai Kikousen | Platform: W.L.O. Sekai Renai Kikousen | Year: 2010 | Genre: Adventure | Publisher: 5pb | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15849 | Name: Psychedelica of the Black Butterfly | Platform: Psychedelica of the Black Butterfly | Year: 2015 | Genre: Action | Publisher: Idea Factory | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15850 | Name: Final Fantasy XI: All-In-One Pack 2006 | Platform: Final Fantasy XI: All-In-One Pack 2006 | Year: 2006 | Genre: Role-Playing | Publisher: Square Enix | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15851 | Name: Joint Operations: Combined Arms | Platform: Joint Operations: Combined Arms | Year: 2009 | Genre: Shooter | Publisher: NovaLogic | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15852 | Name: Poupee Girl DS 2: Elegant Mint / Sweet Pink Style | Platform: Poupee Girl DS 2: Elegant Mint / Sweet Pink Style | Year: 2010 | Genre: Misc | Publisher: Alvion | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15853 | Name: Winning Post 7: Maximum 2007 | Platform: Winning Post 7: Maximum 2007 | Year: 2007 | Genre: Sports | Publisher: Tecmo Koei | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15854 | Name: Monster Trux Offroad | Platform: Monster Trux Offroad | Year: 2007 | Genre: Racing | Publisher: Popcorn Arcade | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15855 | Name: Assault Suit Leynos | Platform: Assault Suit Leynos | Year: 2016 | Genre: Shooter | Publisher: Rising Star Games | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15856 | Name: Dragon Booster | Platform: Dragon Booster | Year: 2005 | Genre: Shooter | Publisher: Konami Digital Entertainment | NA_Sales: 0.02 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15857 | Name: Germany's Next Topmodel 2011 | Platform: Germany's Next Topmodel 2011 | Year: 2011 | Genre: Simulation | Publisher: 7G//AMES | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15858 | Name: Drakensang: The Dark Eye | Platform: Drakensang: The Dark Eye | Year: 2009 | Genre: Role-Playing | Publisher: Eidos Interactive | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15859 | Name: Storm Lover 2nd | Platform: Storm Lover 2nd | Year: 2013 | Genre: Misc | Publisher: D3Publisher | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15860 | Name: Kadenz fermata//Akkord:fortissimo | Platform: Kadenz fermata//Akkord:fortissimo | Year: 2014 | Genre: Adventure | Publisher: 5pb | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15861 | Name: DuckTales: Remastered | Platform: DuckTales: Remastered | Year: 2013 | Genre: Action | Publisher: Capcom | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15862 | Name: Transformers: Prime | Platform: Transformers: Prime | Year: 2012 | Genre: Action | Publisher: Activision | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15863 | Name: Contrast | Platform: Contrast | Year: 2013 | Genre: Platform | Publisher: Focus Home Interactive | NA_Sales: 0 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15864 | Name: Arcana Famiglia 2 | Platform: Arcana Famiglia 2 | Year: 2013 | Genre: Adventure | Publisher: Comfort | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15865 | Name: Taishou Moebius Line Vitable | Platform: Taishou Moebius Line Vitable | Year: 2016 | Genre: Adventure | Publisher: dramatic create | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15866 | Name: Gaist Crusher God | Platform: Gaist Crusher God | Year: 2014 | Genre: Action | Publisher: Capcom | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15867 | Name: Shinkyoku Soukai Polyphonica | Platform: Shinkyoku Soukai Polyphonica | Year: 2007 | Genre: Adventure | Publisher: Prototype | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15868 | Name: PDC World Championship Darts 2008 | Platform: PDC World Championship Darts 2008 | Year: N/A | Genre: Sports | Publisher: Unknown | NA_Sales: 0.01 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.02
Rank: 15869 | Name: San Goku Shi DS 2 | Platform: San Goku Shi DS 2 | Year: 2007 | Genre: Strategy | Publisher: Tecmo Koei | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.02 | Other_Sales: 0 | Global_Sales: 0.02
